,Referenzjahr,Stations_id,observed time emergence to beginning of flowering,observed time emergence to yellow ripeness,lat,lon
25395,2018.0,11403.0,61.0,110.0,48.9167,12.4333
25396,2018.0,11405.0,55.0,111.0,49.0333,12.25
25397,2018.0,11406.0,54.0,86.0,48.9833,12.2
25398,2018.0,11411.0,67.0,119.0,48.9,11.6167
25399,2018.0,11413.0,63.0,,49.1,12.4833
25400,2018.0,11440.0,74.0,,49.9167,12.3833
25401,2018.0,11447.0,66.0,-259.0,49.65,12.2667
25402,2018.0,11448.0,86.0,113.0,49.55,12.4167
25403,2018.0,11455.0,61.0,98.0,49.9667,11.5667
25404,2018.0,11472.0,57.0,99.0,49.9167,11.0167
25405,2018.0,11486.0,56.0,121.0,49.9333,11.6167
25406,2018.0,11508.0,63.0,99.0,50.2667,11.15
25407,2018.0,11509.0,64.0,99.0,50.2167,11.1333
25408,2018.0,11517.0,71.0,,49.9333,11.2833
25409,2018.0,11520.0,62.0,99.0,49.8167,11.2167
25410,2018.0,11523.0,59.0,,49.6667,11.1
25411,2018.0,11533.0,71.0,108.0,50.2667,11.85
25412,2018.0,11561.0,71.0,101.0,50.1167,11.6167
25413,2018.0,11567.0,71.0,,50.1667,11.0333
25414,2018.0,11584.0,68.0,103.0,50.2833,11.7333
25415,2018.0,11586.0,69.0,108.0,50.3167,11.75
25416,2018.0,11591.0,73.0,,49.85,11.6
25417,2018.0,11620.0,83.0,,50.1,11.8833
25418,2018.0,11622.0,-307.0,105.0,49.3,10.5833
25419,2018.0,11632.0,71.0,112.0,49.4,10.5167
25420,2018.0,11634.0,65.0,,49.3333,10.8
25421,2018.0,11635.0,60.0,,49.35,10.5167
25422,2018.0,11652.0,66.0,93.0,49.5833,11.2
25423,2018.0,11655.0,67.0,108.0,49.5667,11.1833
25424,2018.0,11660.0,64.0,,49.1667,10.3333
25425,2018.0,11675.0,59.0,107.0,49.5167,11.4167
25426,2018.0,11696.0,58.0,,49.4833,10.7167
25427,2018.0,11702.0,72.0,111.0,49.4,11.4
25428,2018.0,11703.0,61.0,117.0,49.3833,10.3333
25429,2018.0,11712.0,62.0,95.0,49.7667,10.5167
25430,2018.0,11715.0,53.0,95.0,49.3667,10.95
25431,2018.0,11720.0,63.0,,49.6333,10.2333
25432,2018.0,11721.0,67.0,,49.45,10.3167
25433,2018.0,11725.0,74.0,,49.55,10.2333
25434,2018.0,11728.0,70.0,,48.9,10.9333
25435,2018.0,11733.0,61.0,109.0,48.9,11.0
25436,2018.0,11746.0,67.0,98.0,50.0833,9.25
25437,2018.0,11748.0,62.0,96.0,49.9667,9.2167
25438,2018.0,11780.0,68.0,96.0,50.2833,9.9167
25439,2018.0,11788.0,67.0,,50.0333,10.8333
25440,2018.0,11803.0,68.0,,49.95,10.2833
25441,2018.0,11814.0,67.0,,50.15,9.8833
25442,2018.0,11815.0,73.0,100.0,50.1833,9.7833
25443,2018.0,11817.0,72.0,,49.9667,10.6833
25444,2018.0,11827.0,92.0,107.0,50.15,10.4333
25445,2018.0,11836.0,52.0,85.0,50.1833,10.3667
25446,2018.0,11857.0,67.0,,50.3,10.4667
25447,2018.0,11882.0,57.0,,50.4167,10.3833
25448,2018.0,11891.0,65.0,,49.7,10.0833
25449,2018.0,11908.0,38.0,105.0,49.8833,10.0333
25450,2018.0,11933.0,66.0,,48.7167,10.6167
25451,2018.0,11938.0,77.0,107.0,48.6167,10.4167
25452,2018.0,12013.0,64.0,101.0,48.1167,10.4667
25453,2018.0,12017.0,65.0,,48.75,11.0167
25454,2018.0,12026.0,67.0,108.0,48.3167,10.1
25455,2018.0,12035.0,74.0,,48.2667,10.8333
25456,2018.0,12038.0,70.0,110.0,48.1833,10.6833
25457,2018.0,12077.0,63.0,,49.4833,6.8667
25458,2018.0,12090.0,57.0,106.0,49.2833,6.8667
25459,2018.0,12094.0,68.0,120.0,49.1667,7.05
25460,2018.0,12103.0,69.0,106.0,49.4167,6.9167
25461,2018.0,12105.0,59.0,,49.4667,6.9
25462,2018.0,12162.0,82.0,110.0,53.15,14.1167
25463,2018.0,12173.0,61.0,112.0,52.8,14.1667
25464,2018.0,12206.0,67.0,,52.1167,12.45
25465,2018.0,12258.0,63.0,101.0,51.5667,13.55
25466,2018.0,12259.0,63.0,100.0,51.5833,13.8167
25467,2018.0,12266.0,73.0,,51.7333,14.5833
25468,2018.0,12289.0,61.0,-273.0,53.0333,13.05
25469,2018.0,12294.0,62.0,,51.8833,14.65
25470,2018.0,12306.0,66.0,115.0,51.8167,13.2333
25471,2018.0,12329.0,50.0,94.0,52.9333,12.4167
25472,2018.0,12335.0,59.0,99.0,52.0167,13.8667
25473,2018.0,12347.0,62.0,93.0,51.7833,13.6167
25474,2018.0,12380.0,70.0,,52.8333,12.9833
25475,2018.0,12418.0,70.0,96.0,53.3167,13.9
25476,2018.0,12420.0,69.0,97.0,53.25,12.2
25477,2018.0,12441.0,72.0,94.0,52.5,14.5833
25478,2018.0,12458.0,62.0,,52.5167,14.1167
25479,2018.0,12488.0,67.0,,54.0833,13.45
25480,2018.0,12508.0,66.0,,53.7167,13.15
25481,2018.0,12539.0,61.0,111.0,53.7667,11.0333
25482,2018.0,12561.0,64.0,109.0,54.0833,12.9667
25483,2018.0,12615.0,64.0,103.0,53.9,12.8667
25484,2018.0,12633.0,69.0,123.0,53.5167,13.95
25485,2018.0,12634.0,91.0,135.0,53.3,14.2333
25486,2018.0,12640.0,58.0,105.0,54.2833,12.3667
25487,2018.0,12642.0,60.0,103.0,54.15,12.5833
25488,2018.0,12668.0,62.0,,54.3533,13.4757
25489,2018.0,12669.0,59.0,,54.3667,13.3
25490,2018.0,12690.0,64.0,109.0,53.55,13.8333
25491,2018.0,12695.0,73.0,,53.4667,13.6167
25492,2018.0,12709.0,63.0,100.0,53.7833,12.5833
25493,2018.0,12745.0,60.0,,54.0833,13.9167
25494,2018.0,12784.0,55.0,99.0,50.55,12.65
25495,2018.0,12810.0,77.0,122.0,50.7,13.4333
25496,2018.0,12813.0,66.0,110.0,50.9333,12.8167
25497,2018.0,12830.0,76.0,108.0,51.1167,13.1167
25498,2018.0,12833.0,52.0,84.0,51.1167,13.1833
25499,2018.0,12841.0,85.0,113.0,51.1167,13.6
25500,2018.0,12873.0,68.0,125.0,50.8667,12.45
25501,2018.0,12875.0,64.0,90.0,50.8667,12.6167
25502,2018.0,12879.0,66.0,,51.2667,15.0333
25503,2018.0,12905.0,57.0,,51.2167,13.9167
25504,2018.0,12916.0,72.0,107.0,50.9833,14.6667
25505,2018.0,12917.0,71.0,,50.9833,14.8
25506,2018.0,12921.0,69.0,116.0,51.1,14.65
25507,2018.0,12937.0,61.0,,51.2,13.4167
25508,2018.0,12942.0,78.0,-255.0,51.0667,13.2667
25509,2018.0,12967.0,57.0,95.0,50.8333,13.95
25510,2018.0,12971.0,72.0,107.0,50.9667,14.05
25511,2018.0,13004.0,70.0,-265.0,51.4833,13.1333
25512,2018.0,13005.0,63.0,98.0,51.65,12.8833
25513,2018.0,13020.0,74.0,,51.3667,12.6333
25514,2018.0,13021.0,74.0,97.0,51.4333,12.6833
25515,2018.0,13089.0,72.0,103.0,52.6167,11.3
25516,2018.0,13094.0,56.0,,52.5,12.0333
25517,2018.0,13101.0,73.0,102.0,51.6833,12.55
25518,2018.0,13102.0,63.0,93.0,51.8167,12.55
25519,2018.0,13115.0,49.0,103.0,51.9667,10.7167
25520,2018.0,13121.0,61.0,,52.3833,11.4667
25521,2018.0,13126.0,63.0,99.0,52.2,11.3333
25522,2018.0,13158.0,73.0,104.0,52.6333,11.0833
25523,2018.0,13174.0,59.0,,51.3482,11.9959
25524,2018.0,13198.0,61.0,111.0,52.0833,11.1167
25525,2018.0,13200.0,74.0,104.0,52.0167,11.2167
25526,2018.0,13214.0,76.0,109.0,52.7167,11.8333
25527,2018.0,13216.0,69.0,95.0,52.8833,11.7333
25528,2018.0,13268.0,75.0,106.0,51.9,11.7167
25529,2018.0,13279.0,64.0,106.0,52.6167,11.8667
25530,2018.0,13346.0,60.0,,50.9667,11.35
25531,2018.0,13361.0,90.0,127.0,50.75,10.95
25532,2018.0,13370.0,67.0,,51.3,11.2167
25533,2018.0,13400.0,83.0,135.0,51.0667,10.8333
25534,2018.0,13410.0,77.0,,51.0333,10.7167
25535,2018.0,13425.0,64.0,,50.7,12.1667
25536,2018.0,13431.0,54.0,104.0,51.2667,10.1667
25537,2018.0,13445.0,65.0,113.0,50.4333,10.9167
25538,2018.0,13475.0,79.0,116.0,51.1833,10.7
25539,2018.0,13490.0,70.0,,50.5552,10.2862
25540,2018.0,13494.0,72.0,98.0,50.5,10.35
25541,2018.0,13507.0,70.0,115.0,51.25,10.4
25542,2018.0,13584.0,64.0,122.0,50.8833,12.3667
25543,2018.0,13586.0,73.0,92.0,51.1833,10.95
25544,2018.0,13589.0,63.0,,51.2167,11.0833
25545,2018.0,13596.0,60.0,92.0,51.3,10.7667
25546,2018.0,13601.0,73.0,124.0,50.3,11.2333
25547,2018.0,13602.0,60.0,95.0,50.35,11.0667
25548,2018.0,13618.0,76.0,,50.5167,10.7667
25549,2018.0,13626.0,65.0,108.0,50.8667,11.2
25550,2018.0,13639.0,81.0,112.0,51.4,10.4167
25551,2018.0,13642.0,74.0,,51.35,10.3333
25552,2018.0,13685.0,62.0,113.0,52.2167,8.1167
25553,2018.0,13719.0,69.0,,50.9167,7.65
25554,2018.0,13789.0,72.0,114.0,54.8333,9.05
25555,2018.0,13920.0,62.0,98.0,51.9,9.8667
25556,2018.0,13924.0,65.0,105.0,53.4333,8.8167
25557,2018.0,13929.0,63.0,,48.2333,10.9833
25558,2018.0,13935.0,66.0,109.0,48.6167,13.5
25559,2018.0,13950.0,52.0,,51.3167,12.85
25560,2018.0,13951.0,70.0,105.0,53.7667,11.25
25561,2018.0,13958.0,71.0,,51.7667,6.8333
25562,2018.0,13962.0,64.0,106.0,51.3,13.0667
25563,2018.0,13994.0,67.0,,52.5,8.7333
25564,2018.0,14140.0,63.0,,50.3,8.7833
25565,2018.0,14192.0,32.0,68.0,51.1481,14.5733
25566,2018.0,14220.0,62.0,,51.736,6.546
25567,2018.0,14245.0,68.0,122.0,49.1103,11.1217
25568,2018.0,14252.0,61.0,106.0,50.2556,10.9622
25569,2018.0,14330.0,64.0,,50.3,10.2167
25570,2018.0,14334.0,53.0,100.0,52.4333,12.5833
25571,2018.0,15005.0,62.0,,51.7333,12.0333
25572,2018.0,15035.0,65.0,110.0,51.3,12.1667
25573,2018.0,15037.0,63.0,132.0,51.45,7.4167
25574,2018.0,15077.0,64.0,111.0,48.65,9.7167
25575,2018.0,15097.0,69.0,122.0,48.38,12.42
25576,2018.0,15107.0,63.0,94.0,53.9667,11.55
25577,2018.0,15130.0,66.0,,53.45,7.3667
25578,2018.0,15131.0,61.0,,52.15,8.6333
25579,2018.0,15135.0,66.0,111.0,48.803,8.7072
25580,2018.0,15141.0,66.0,,53.3333,7.3167
25581,2018.0,15143.0,64.0,93.0,50.8167,7.75
25582,2018.0,15148.0,67.0,103.0,52.35,11.3667
25583,2018.0,15206.0,61.0,,52.45,9.8
25584,2018.0,15229.0,60.0,-240.0,49.6821,8.395
25585,2018.0,15230.0,71.0,112.0,49.4683,8.5002
25586,2018.0,15237.0,58.0,,51.7804,11.71
25587,2018.0,15243.0,73.0,106.0,48.0618,9.5572
25588,2018.0,15250.0,63.0,94.0,52.0539,9.9089
25589,2018.0,15251.0,63.0,,52.6325,7.1119
25590,2018.0,15252.0,73.0,,51.0219,10.5158
25591,2018.0,15253.0,66.0,,52.2174,12.1634
25592,2018.0,15447.0,76.0,95.0,50.6275,11.8692
25593,2018.0,15449.0,438.0,,50.2553,10.6832
25594,2018.0,15451.0,73.0,110.0,52.8567,11.14
25595,2018.0,15459.0,77.0,100.0,50.7353,13.0267
25596,2018.0,15460.0,58.0,123.0,51.0778,10.8618
25597,2018.0,15464.0,63.0,113.0,51.339,12.4855
25598,2018.0,15470.0,60.0,,52.1135,11.5576
25599,2018.0,15474.0,86.0,96.0,49.8397,12.0471
25600,2018.0,15475.0,85.0,107.0,49.9808,11.8377
25601,2018.0,15479.0,71.0,,48.999,10.7015
25602,2018.0,15480.0,67.0,100.0,50.7446,9.345
25603,2018.0,15492.0,64.0,112.0,47.9097,10.7542
25604,2018.0,15496.0,62.0,100.0,49.507,6.5229
25605,2018.0,15497.0,63.0,-270.0,51.5718,14.4767
25606,2018.0,15500.0,73.0,102.0,53.3079,12.294
25607,2018.0,15501.0,58.0,101.0,54.4401,13.1785
25608,2018.0,15502.0,67.0,113.0,48.6621,10.3096
25609,2018.0,15504.0,61.0,,51.9865,14.3034
25610,2018.0,15505.0,60.0,,53.0966,11.8593
25611,2018.0,15508.0,71.0,,53.4585,12.2417
25612,2018.0,15534.0,60.0,,53.7662,11.7508
25613,2018.0,15538.0,66.0,113.0,51.015,6.2716
25614,2018.0,15539.0,55.0,,52.9586,8.872
25615,2018.0,15540.0,66.0,121.0,48.0348,7.5836
25616,2018.0,15548.0,69.0,,51.1197,6.2518
25617,2018.0,15551.0,68.0,,53.7248,9.0929
25618,2018.0,15554.0,78.0,,53.5615,9.2798
25619,2018.0,15557.0,65.0,,51.1781,9.3682
25620,2018.0,15564.0,66.0,,50.6049,7.4224
25621,2018.0,15578.0,86.0,,50.1909,10.8439
25622,2018.0,15905.0,38.0,112.0,48.7083,13.5342
25623,2018.0,15920.0,86.0,137.0,50.8499,13.7629
25624,2018.0,15937.0,57.0,98.0,51.776,14.3168
25625,2018.0,15968.0,68.0,97.0,50.9034,12.2015
25626,2018.0,15975.0,66.0,115.0,48.7539,10.7115
25627,2018.0,15983.0,71.0,,49.5528,10.5394
25628,2018.0,16076.0,62.0,,51.7855,8.8388
25629,2018.0,19040.0,66.0,103.0,50.6432,12.2583
25630,2018.0,19477.0,71.0,,50.7983,6.0244
25631,2018.0,19483.0,69.0,,50.3602,6.8697
25632,2018.0,19484.0,60.0,,53.3911,10.6878
25633,2018.0,19487.0,60.0,99.0,52.2915,10.4464
25634,2018.0,19488.0,83.0,118.0,48.4024,11.6946
25635,2018.0,19519.0,63.0,97.0,54.0027,11.1908
25636,2018.0,19520.0,76.0,107.0,52.1029,11.5827
25637,2018.0,19554.0,86.0,107.0,53.3222,11.9321
25638,2018.0,19584.0,78.0,,49.3442,11.5664
25639,2018.0,19585.0,71.0,,53.6865,11.0608
25640,2018.0,19587.0,60.0,110.0,48.7091,9.2147
25641,2018.0,19700.0,68.0,101.0,50.4316,11.9443
25642,2018.0,19702.0,69.0,,48.0908,7.6353
25643,2018.0,19724.0,53.0,98.0,52.6861,11.4272
25644,2018.0,19727.0,70.0,119.0,51.3873,8.5737
25645,2018.0,19914.0,71.0,,50.3168,9.3627
25646,2019.0,7521.0,89.0,147.0,54.4333,9.8167
25647,2019.0,7532.0,92.0,131.0,54.4,8.7667
25648,2019.0,7592.0,76.0,,53.4833,10.6333
25649,2019.0,7608.0,80.0,,53.5,10.4833
25650,2019.0,7616.0,82.0,153.0,54.6167,8.9667
25651,2019.0,7623.0,87.0,135.0,54.6667,9.1333
25652,2019.0,7642.0,73.0,,54.2333,11.0833
25653,2019.0,7646.0,85.0,,54.25,10.8333
25654,2019.0,7650.0,79.0,,54.1,10.8167
25655,2019.0,7662.0,84.0,159.0,53.7333,9.7833
25656,2019.0,7665.0,80.0,134.0,53.6333,9.85
25657,2019.0,7682.0,70.0,,54.3167,10.5
25658,2019.0,7697.0,69.0,,54.1167,10.1667
25659,2019.0,7700.0,88.0,,54.1667,10.05
25660,2019.0,7711.0,84.0,,54.0833,9.65
25661,2019.0,7730.0,77.0,137.0,54.6167,9.8333
25662,2019.0,7736.0,55.0,130.0,54.55,9.4
25663,2019.0,7737.0,88.0,140.0,54.4167,9.5167
25664,2019.0,7743.0,83.0,,54.35,9.2167
25665,2019.0,7770.0,86.0,,53.9333,10.2
25666,2019.0,7786.0,56.0,101.0,53.7333,10.2667
25667,2019.0,7798.0,76.0,128.0,53.8667,10.3333
25668,2019.0,7799.0,79.0,,53.6167,10.4167
25669,2019.0,7807.0,88.0,,54.15,9.0667
25670,2019.0,7812.0,74.0,124.0,53.9833,9.1167
25671,2019.0,7824.0,83.0,123.0,54.7333,8.4333
25672,2019.0,7857.0,74.0,125.0,52.6,8.8333
25673,2019.0,7865.0,86.0,125.0,52.5667,8.5667
25674,2019.0,7910.0,63.0,,52.3,9.5
25675,2019.0,7920.0,90.0,126.0,52.5333,9.4667
25676,2019.0,7923.0,86.0,125.0,52.4,9.45
25677,2019.0,7931.0,63.0,118.0,52.5667,9.3
25678,2019.0,7946.0,85.0,123.0,52.7167,9.25
25679,2019.0,7956.0,72.0,,52.45,9.4
25680,2019.0,7957.0,63.0,104.0,52.2333,9.1167
25681,2019.0,7990.0,50.0,116.0,51.5333,10.1833
25682,2019.0,7991.0,70.0,,51.6167,10.2167
25683,2019.0,7998.0,76.0,114.0,51.8,9.7
25684,2019.0,8007.0,71.0,,51.55,10.0667
25685,2019.0,8008.0,73.0,116.0,52.0167,10.1333
25686,2019.0,8015.0,69.0,117.0,51.95,10.1167
25687,2019.0,8064.0,78.0,117.0,51.8167,10.0667
25688,2019.0,8091.0,99.0,125.0,52.55,9.7667
25689,2019.0,8104.0,66.0,115.0,52.7344,10.2244
25690,2019.0,8135.0,74.0,110.0,52.95,9.5333
25691,2019.0,8151.0,80.0,119.0,52.5333,10.35
25692,2019.0,8164.0,75.0,111.0,52.65,10.4333
25693,2019.0,8255.0,91.0,138.0,53.1,10.0667
25694,2019.0,8260.0,77.0,123.0,53.0333,9.8333
25695,2019.0,8261.0,85.0,,53.1333,10.6
25696,2019.0,8279.0,75.0,,52.8,10.6333
25697,2019.0,8285.0,89.0,,52.9667,10.5667
25698,2019.0,8293.0,89.0,,53.4833,9.1333
25699,2019.0,8301.0,95.0,,53.45,9.1167
25700,2019.0,8304.0,79.0,136.0,53.8167,8.7667
25701,2019.0,8333.0,83.0,131.0,53.0667,9.3167
25702,2019.0,8348.0,84.0,128.0,53.5667,9.5167
25703,2019.0,8360.0,74.0,130.0,53.5167,9.4833
25704,2019.0,8392.0,73.0,,53.4167,8.5833
25705,2019.0,8400.0,83.0,,53.1,7.2167
25706,2019.0,8402.0,71.0,123.0,52.9667,7.7667
25707,2019.0,8420.0,76.0,120.0,52.4167,7.7333
25708,2019.0,8426.0,82.0,110.0,52.3,7.1167
25709,2019.0,8429.0,82.0,,52.4333,7.0833
25710,2019.0,8430.0,71.0,121.0,52.2833,7.2833
25711,2019.0,8438.0,76.0,119.0,52.6,7.4333
25712,2019.0,8452.0,75.0,114.0,52.7667,7.5
25713,2019.0,8459.0,81.0,118.0,52.25,7.95
25714,2019.0,8467.0,79.0,,52.3167,8.0333
25715,2019.0,8524.0,83.0,118.0,53.6,7.2167
25716,2019.0,8535.0,72.0,120.0,53.65,7.6167
25717,2019.0,8558.0,50.0,,52.9667,9.0167
25718,2019.0,8563.0,69.0,,51.8667,10.0167
25719,2019.0,8584.0,85.0,135.0,52.3667,10.9333
25720,2019.0,8594.0,94.0,125.0,52.2833,10.75
25721,2019.0,8616.0,79.0,146.0,53.15,8.2
25722,2019.0,8623.0,90.0,,53.2452,7.9053
25723,2019.0,8631.0,71.0,,53.2,7.9833
25724,2019.0,8644.0,72.0,115.0,52.7333,7.7667
25725,2019.0,8652.0,90.0,,53.6833,7.9333
25726,2019.0,8653.0,75.0,142.0,53.5833,7.9
25727,2019.0,8666.0,90.0,146.0,53.4167,7.9833
25728,2019.0,8670.0,67.0,133.0,53.1,8.5333
25729,2019.0,8675.0,79.0,123.0,53.0667,8.1667
25730,2019.0,8695.0,75.0,128.0,53.3333,8.2167
25731,2019.0,8759.0,73.0,126.0,51.2833,6.2
25732,2019.0,8776.0,91.0,126.0,51.7833,6.0167
25733,2019.0,8779.0,73.0,114.0,51.6667,6.2667
25734,2019.0,8810.0,99.0,121.0,51.5167,6.4
25735,2019.0,8817.0,80.0,,51.45,6.6333
25736,2019.0,8823.0,73.0,109.0,51.6167,6.5333
25737,2019.0,8824.0,85.0,112.0,51.65,6.6167
25738,2019.0,8841.0,69.0,,50.7667,7.1333
25739,2019.0,8851.0,80.0,131.0,50.6833,6.6667
25740,2019.0,8852.0,67.0,135.0,50.6167,6.65
25741,2019.0,8892.0,81.0,110.0,51.0,7.1333
25742,2019.0,8894.0,69.0,138.0,51.1,7.3833
25743,2019.0,8906.0,64.0,125.0,51.0667,7.3167
25744,2019.0,8917.0,81.0,144.0,50.9,7.4
25745,2019.0,8932.0,85.0,,50.8167,6.2667
25746,2019.0,8934.0,81.0,,50.7833,6.2
25747,2019.0,8940.0,84.0,,50.8,6.4167
25748,2019.0,8958.0,81.0,116.0,50.8833,6.45
25749,2019.0,8990.0,84.0,128.0,50.9167,6.1167
25750,2019.0,9005.0,87.0,109.0,52.1167,7.1167
25751,2019.0,9012.0,74.0,111.0,51.7,7.8333
25752,2019.0,9015.0,76.0,110.0,51.8042,8.2049
25753,2019.0,9030.0,69.0,,51.8333,7.3
25754,2019.0,9040.0,85.0,,51.6667,7.4667
25755,2019.0,9055.0,66.0,,52.15,7.3333
25756,2019.0,9057.0,88.0,,52.15,7.6
25757,2019.0,9068.0,79.0,,52.1333,7.7333
25758,2019.0,9074.0,87.0,112.0,52.2667,7.7833
25759,2019.0,9080.0,75.0,119.0,51.95,7.9833
25760,2019.0,9087.0,84.0,,51.5833,7.0667
25761,2019.0,9143.0,76.0,118.0,52.15,8.8
25762,2019.0,9164.0,88.0,,52.1,8.9333
25763,2019.0,9169.0,68.0,120.0,52.4167,8.6167
25764,2019.0,9180.0,78.0,134.0,52.3,8.9167
25765,2019.0,9182.0,78.0,133.0,52.3333,8.75
25766,2019.0,9200.0,68.0,145.0,51.7333,8.7167
25767,2019.0,9202.0,72.0,,51.5833,9.25
25768,2019.0,9203.0,81.0,129.0,51.5833,9.3
25769,2019.0,9233.0,81.0,109.0,51.1167,7.75
25770,2019.0,9241.0,97.0,,51.35,7.95
25771,2019.0,9256.0,49.0,112.0,51.2,8.7
25772,2019.0,9268.0,69.0,132.0,51.6333,8.5167
25773,2019.0,9278.0,65.0,97.0,51.35,8.3333
25774,2019.0,9291.0,69.0,131.0,51.15,8.2833
25775,2019.0,9293.0,84.0,,51.1833,8.1167
25776,2019.0,9309.0,55.0,84.0,50.7167,8.15
25777,2019.0,9314.0,71.0,,50.9,7.8667
25778,2019.0,9326.0,84.0,131.0,51.4996,8.0539
25779,2019.0,9372.0,73.0,125.0,51.4333,7.5833
25780,2019.0,9374.0,59.0,154.0,51.5833,7.6667
25781,2019.0,9401.0,84.0,131.0,49.6667,8.65
25782,2019.0,9429.0,71.0,116.0,49.8,8.6
25783,2019.0,9436.0,80.0,,49.8667,9.0167
25784,2019.0,9455.0,73.0,114.0,49.7333,9.0
25785,2019.0,9456.0,79.0,125.0,49.6833,9.0
25786,2019.0,9461.0,63.0,108.0,49.7167,8.8333
25787,2019.0,9462.0,71.0,105.0,49.7833,9.0333
25788,2019.0,9480.0,67.0,127.0,50.5833,8.75
25789,2019.0,9490.0,78.0,108.0,50.5167,8.8167
25790,2019.0,9499.0,70.0,115.0,49.75,8.4833
25791,2019.0,9500.0,67.0,,49.9167,8.4833
25792,2019.0,9502.0,45.0,,49.9953,8.5685
25793,2019.0,9522.0,69.0,,50.05,8.9333
25794,2019.0,9530.0,86.0,,50.1167,8.9167
25795,2019.0,9536.0,72.0,114.0,51.1833,10.1167
25796,2019.0,9542.0,71.0,112.0,51.2167,10.0167
25797,2019.0,9550.0,64.0,,50.9833,8.7333
25798,2019.0,9571.0,76.0,,50.9833,9.2667
25799,2019.0,9610.0,62.0,,50.8667,9.7
25800,2019.0,9619.0,81.0,,51.4833,9.25
25801,2019.0,9621.0,68.0,,51.4,9.4667
25802,2019.0,9634.0,85.0,,50.75,9.8167
25803,2019.0,9646.0,72.0,128.0,51.2833,9.6
25804,2019.0,9647.0,73.0,,51.2833,9.6333
25805,2019.0,9651.0,83.0,102.0,51.2333,9.5667
25806,2019.0,9663.0,78.0,,50.6833,8.6
25807,2019.0,9667.0,64.0,,50.85,9.1167
25808,2019.0,9698.0,88.0,,51.0167,9.9333
25809,2019.0,9730.0,76.0,119.0,51.3333,8.9
25810,2019.0,9732.0,90.0,118.0,51.4667,9.0167
25811,2019.0,9764.0,74.0,102.0,51.45,9.25
25812,2019.0,9768.0,82.0,126.0,51.241,9.2629
25813,2019.0,9777.0,68.0,108.0,50.8667,9.4667
25814,2019.0,9831.0,89.0,131.0,50.25,9.2833
25815,2019.0,9833.0,76.0,135.0,50.15,8.75
25816,2019.0,9848.0,80.0,143.0,50.3833,8.0333
25817,2019.0,9867.0,65.0,112.0,50.2,8.5833
25818,2019.0,9872.0,84.0,137.0,50.0167,7.95
25819,2019.0,9901.0,70.0,123.0,50.3,8.5167
25820,2019.0,9923.0,73.0,118.0,50.5333,8.5
25821,2019.0,9954.0,80.0,,50.6833,7.6833
25822,2019.0,10016.0,69.0,101.0,50.6667,7.4333
25823,2019.0,10024.0,64.0,,50.5667,7.6167
25824,2019.0,10040.0,72.0,,49.9833,7.6
25825,2019.0,10045.0,70.0,126.0,49.9667,7.3
25826,2019.0,10050.0,84.0,134.0,49.7333,6.65
25827,2019.0,10067.0,64.0,87.0,49.9667,6.5
25828,2019.0,10086.0,78.0,119.0,50.3,6.7333
25829,2019.0,10091.0,63.0,127.0,50.2833,6.6333
25830,2019.0,10093.0,88.0,,50.2,6.4167
25831,2019.0,10167.0,63.0,143.0,50.5667,7.8333
25832,2019.0,10170.0,77.0,156.0,50.4333,7.8333
25833,2019.0,10176.0,58.0,104.0,49.6333,8.3667
25834,2019.0,10216.0,75.0,120.0,49.0333,8.0
25835,2019.0,10230.0,80.0,98.0,49.5,7.9167
25836,2019.0,10261.0,69.0,111.0,49.2667,8.2167
25837,2019.0,10268.0,64.0,110.0,49.4571,8.2892
25838,2019.0,10288.0,59.0,91.0,49.2939,7.6128
25839,2019.0,10295.0,69.0,,49.5833,7.7667
25840,2019.0,10323.0,61.0,,48.8442,10.0865
25841,2019.0,10326.0,65.0,123.0,49.0167,10.2167
25842,2019.0,10330.0,71.0,129.0,48.75,10.3333
25843,2019.0,10353.0,77.0,134.0,48.7,9.0
25844,2019.0,10360.0,86.0,132.0,49.25,9.95
25845,2019.0,10364.0,74.0,122.0,49.1333,10.2333
25846,2019.0,10396.0,74.0,122.0,49.2167,9.1
25847,2019.0,10422.0,75.0,109.0,48.8667,9.0333
25848,2019.0,10445.0,77.0,118.0,49.5333,9.85
25849,2019.0,10449.0,74.0,,49.4833,9.7667
25850,2019.0,10458.0,61.0,100.0,48.65,9.4667
25851,2019.0,10461.0,74.0,95.0,48.65,9.5333
25852,2019.0,10477.0,67.0,115.0,48.8,9.8
25853,2019.0,10487.0,93.0,118.0,49.0833,9.8833
25854,2019.0,10492.0,45.0,,48.55,9.8
25855,2019.0,10526.0,70.0,142.0,49.1,8.65
25856,2019.0,10536.0,77.0,131.0,49.2167,8.5167
25857,2019.0,10538.0,57.0,,49.4,9.4
25858,2019.0,10541.0,82.0,124.0,49.5333,9.55
25859,2019.0,10542.0,83.0,113.0,49.5333,9.3167
25860,2019.0,10549.0,62.0,99.0,49.4667,9.5833
25861,2019.0,10556.0,43.0,,49.3333,8.75
25862,2019.0,10564.0,53.0,106.0,49.2667,8.75
25863,2019.0,10570.0,68.0,127.0,49.0333,8.7
25864,2019.0,10572.0,77.0,123.0,49.0833,8.3833
25865,2019.0,10573.0,72.0,125.0,48.9436,8.4038
25866,2019.0,10583.0,74.0,122.0,49.4,8.5333
25867,2019.0,10593.0,88.0,141.0,49.55,8.6833
25868,2019.0,10597.0,68.0,,49.4667,9.2167
