,Referenzjahr,Stations_id,observed time emergence to beginning of flowering,observed time emergence to yellow ripeness,lat,lon
27289,2021.0,15459.0,71.0,125.0,50.7353,13.0267
27290,2021.0,15460.0,63.0,124.0,51.0778,10.8618
27291,2021.0,15463.0,74.0,129.0,52.2264,10.7085
27292,2021.0,15464.0,67.0,138.0,51.339,12.4855
27293,2021.0,15470.0,65.0,,52.1135,11.5576
27294,2021.0,15474.0,66.0,115.0,49.8397,12.0471
27295,2021.0,15475.0,73.0,102.0,49.9808,11.8377
27296,2021.0,15480.0,84.0,127.0,50.7446,9.345
27297,2021.0,15492.0,72.0,121.0,47.9097,10.7542
27298,2021.0,15496.0,83.0,147.0,49.507,6.5229
27299,2021.0,15497.0,70.0,142.0,51.5718,14.4767
27300,2021.0,15500.0,77.0,127.0,53.3079,12.294
27301,2021.0,15501.0,58.0,113.0,54.4401,13.1785
27302,2021.0,15502.0,68.0,134.0,48.6621,10.3096
27303,2021.0,15504.0,64.0,,51.9865,14.3034
27304,2021.0,15505.0,70.0,115.0,53.0966,11.8593
27305,2021.0,15508.0,82.0,,53.4585,12.2417
27306,2021.0,15516.0,73.0,129.0,51.2648,7.0714
27307,2021.0,15538.0,68.0,133.0,51.015,6.2716
27308,2021.0,15539.0,55.0,,52.9586,8.872
27309,2021.0,15548.0,62.0,110.0,51.1197,6.2518
27310,2021.0,15551.0,72.0,128.0,53.7248,9.0929
27311,2021.0,15554.0,79.0,,53.5615,9.2798
27312,2021.0,15557.0,69.0,,51.1781,9.3682
27313,2021.0,15563.0,85.0,,50.3752,8.1161
27314,2021.0,15814.0,75.0,,48.3571,11.2805
27315,2021.0,15905.0,78.0,121.0,48.7083,13.5342
27316,2021.0,15908.0,61.0,,47.8362,11.2639
27317,2021.0,15920.0,74.0,150.0,50.8499,13.7629
27318,2021.0,15937.0,67.0,118.0,51.776,14.3168
27319,2021.0,15968.0,69.0,,50.9034,12.2015
27320,2021.0,15975.0,83.0,126.0,48.7539,10.7115
27321,2021.0,15981.0,62.0,125.0,49.0177,13.1737
27322,2021.0,15983.0,76.0,111.0,49.5528,10.5394
27323,2021.0,15992.0,70.0,113.0,48.7584,9.9855
27324,2021.0,16076.0,71.0,118.0,51.7855,8.8388
27325,2021.0,19038.0,87.0,132.0,49.96,10.9971
27326,2021.0,19040.0,76.0,,50.6432,12.2583
27327,2021.0,19085.0,60.0,137.0,54.8042,9.3869
27328,2021.0,19089.0,86.0,136.0,51.9439,6.8705
27329,2021.0,19092.0,68.0,,52.7958,13.4817
27330,2021.0,19098.0,57.0,,54.1409,10.0802
27331,2021.0,19099.0,76.0,132.0,48.4982,10.564
27332,2021.0,19101.0,66.0,,50.7528,10.4075
27333,2021.0,19124.0,70.0,124.0,52.4735,10.6755
27334,2021.0,19167.0,64.0,,51.7032,9.285
27335,2021.0,19173.0,81.0,,52.042,9.3895
27336,2021.0,19181.0,65.0,115.0,49.0328,9.339
27337,2021.0,19219.0,72.0,131.0,48.3225,10.036
27338,2021.0,19220.0,81.0,,54.5048,9.5349
27339,2021.0,19221.0,50.0,,50.2585,10.8818
27340,2021.0,19226.0,71.0,142.0,52.4226,7.8387
27341,2021.0,19242.0,78.0,143.0,48.1807,11.4804
27342,2021.0,19248.0,66.0,116.0,52.3196,9.3218
27343,2021.0,19249.0,78.0,107.0,51.7597,6.1902
27344,2021.0,19267.0,82.0,117.0,50.5622,7.6958
27345,2021.0,19437.0,78.0,127.0,52.5181,7.3081
27346,2021.0,19475.0,65.0,,53.0316,13.9908
27347,2021.0,19477.0,82.0,144.0,50.7983,6.0244
27348,2021.0,19478.0,58.0,121.0,50.7913,12.872
27349,2021.0,19482.0,68.0,,52.5129,11.3942
27350,2021.0,19483.0,71.0,,50.3602,6.8697
27351,2021.0,19484.0,61.0,105.0,53.3911,10.6878
27352,2021.0,19485.0,83.0,128.0,52.2085,14.118
27353,2021.0,19487.0,68.0,124.0,52.2915,10.4464
27354,2021.0,19488.0,77.0,126.0,48.4024,11.6946
27355,2021.0,19519.0,70.0,122.0,54.0027,11.1908
27356,2021.0,19554.0,77.0,95.0,53.3222,11.9321
27357,2021.0,19572.0,65.0,118.0,50.911,11.3794
27358,2021.0,19584.0,79.0,111.0,49.3442,11.5664
27359,2021.0,19585.0,66.0,117.0,53.6865,11.0608
27360,2021.0,19587.0,76.0,127.0,48.7091,9.2147
27361,2021.0,19700.0,67.0,,50.4316,11.9443
27362,2021.0,19702.0,74.0,,48.0908,7.6353
27363,2022.0,7521.0,75.0,122.0,54.4333,9.8167
27364,2022.0,7532.0,86.0,126.0,54.4,8.7667
27365,2022.0,7623.0,75.0,123.0,54.6667,9.1333
27366,2022.0,7646.0,68.0,,54.25,10.8333
27367,2022.0,7650.0,68.0,,54.1,10.8167
27368,2022.0,7662.0,76.0,,53.7333,9.7833
27369,2022.0,7665.0,42.0,85.0,53.6333,9.85
27370,2022.0,7682.0,82.0,,54.3167,10.5
27371,2022.0,7697.0,73.0,,54.1167,10.1667
27372,2022.0,7711.0,77.0,,54.0833,9.65
27373,2022.0,7721.0,74.0,,54.1167,9.4333
27374,2022.0,7730.0,88.0,,54.6167,9.8333
27375,2022.0,7736.0,65.0,105.0,54.55,9.4
27376,2022.0,7737.0,74.0,,54.4167,9.5167
27377,2022.0,7743.0,80.0,,54.35,9.2167
27378,2022.0,7770.0,66.0,,53.9333,10.2
27379,2022.0,7786.0,79.0,131.0,53.7333,10.2667
27380,2022.0,7798.0,82.0,124.0,53.8667,10.3333
27381,2022.0,7799.0,63.0,,53.6167,10.4167
27382,2022.0,7803.0,100.0,139.0,53.9,9.1
27383,2022.0,7807.0,79.0,125.0,54.15,9.0667
27384,2022.0,7812.0,85.0,,53.9833,9.1167
27385,2022.0,7824.0,72.0,113.0,54.7333,8.4333
27386,2022.0,7837.0,74.0,,53.5618,9.8598
27387,2022.0,7849.0,69.0,105.0,52.7,8.5
27388,2022.0,7857.0,66.0,130.0,52.6,8.8333
27389,2022.0,7865.0,62.0,,52.5667,8.5667
27390,2022.0,7910.0,72.0,103.0,52.3,9.5
27391,2022.0,7920.0,65.0,105.0,52.5333,9.4667
27392,2022.0,7923.0,66.0,107.0,52.4,9.45
27393,2022.0,7931.0,77.0,,52.5667,9.3
27394,2022.0,7943.0,72.0,102.0,52.5,8.9833
27395,2022.0,7956.0,68.0,117.0,52.45,9.4
27396,2022.0,7990.0,48.0,101.0,51.5333,10.1833
27397,2022.0,7991.0,64.0,126.0,51.6167,10.2167
27398,2022.0,8007.0,66.0,,51.55,10.0667
27399,2022.0,8008.0,74.0,118.0,52.0167,10.1333
27400,2022.0,8015.0,73.0,115.0,51.95,10.1167
27401,2022.0,8053.0,74.0,,51.7,10.1667
27402,2022.0,8064.0,69.0,107.0,51.8167,10.0667
27403,2022.0,8091.0,73.0,109.0,52.55,9.7667
27404,2022.0,8104.0,64.0,,52.7344,10.2244
27405,2022.0,8109.0,71.0,123.0,52.8333,10.0833
27406,2022.0,8135.0,80.0,119.0,52.95,9.5333
27407,2022.0,8151.0,83.0,130.0,52.5333,10.35
27408,2022.0,8164.0,75.0,116.0,52.65,10.4333
27409,2022.0,8228.0,70.0,,53.0,11.1513
27410,2022.0,8255.0,80.0,,53.1,10.0667
27411,2022.0,8260.0,68.0,120.0,53.0333,9.8333
27412,2022.0,8261.0,70.0,125.0,53.1333,10.6
27413,2022.0,8279.0,68.0,,52.8,10.6333
27414,2022.0,8285.0,78.0,,52.9667,10.5667
27415,2022.0,8293.0,77.0,,53.4833,9.1333
27416,2022.0,8301.0,63.0,128.0,53.45,9.1167
27417,2022.0,8304.0,79.0,124.0,53.8167,8.7667
27418,2022.0,8333.0,71.0,117.0,53.0667,9.3167
27419,2022.0,8348.0,69.0,103.0,53.5667,9.5167
27420,2022.0,8360.0,79.0,,53.5167,9.4833
27421,2022.0,8392.0,65.0,117.0,53.4167,8.5833
27422,2022.0,8400.0,76.0,,53.1,7.2167
27423,2022.0,8402.0,76.0,124.0,52.9667,7.7667
27424,2022.0,8426.0,80.0,105.0,52.3,7.1167
27425,2022.0,8429.0,71.0,,52.4333,7.0833
27426,2022.0,8430.0,80.0,118.0,52.2833,7.2833
27427,2022.0,8438.0,78.0,132.0,52.6,7.4333
27428,2022.0,8452.0,69.0,111.0,52.7667,7.5
27429,2022.0,8459.0,77.0,100.0,52.25,7.95
27430,2022.0,8467.0,71.0,121.0,52.3167,8.0333
27431,2022.0,8524.0,75.0,114.0,53.6,7.2167
27432,2022.0,8531.0,92.0,134.0,53.5333,7.7
27433,2022.0,8535.0,89.0,115.0,53.65,7.6167
27434,2022.0,8556.0,48.0,136.0,52.2833,10.7
27435,2022.0,8558.0,75.0,,52.9667,9.0167
27436,2022.0,8563.0,82.0,,51.8667,10.0167
27437,2022.0,8584.0,40.0,111.0,52.3667,10.9333
27438,2022.0,8594.0,62.0,113.0,52.2833,10.75
27439,2022.0,8616.0,68.0,117.0,53.15,8.2
27440,2022.0,8623.0,79.0,,53.2452,7.9053
27441,2022.0,8631.0,79.0,,53.2,7.9833
27442,2022.0,8652.0,87.0,,53.6833,7.9333
27443,2022.0,8653.0,81.0,137.0,53.5833,7.9
27444,2022.0,8666.0,80.0,111.0,53.4167,7.9833
27445,2022.0,8670.0,76.0,,53.1,8.5333
27446,2022.0,8675.0,70.0,,53.0667,8.1667
27447,2022.0,8689.0,74.0,113.0,53.1833,8.4833
27448,2022.0,8737.0,80.0,,51.3333,6.9667
27449,2022.0,8759.0,92.0,146.0,51.2833,6.2
27450,2022.0,8772.0,66.0,113.0,51.7,6.1667
27451,2022.0,8779.0,68.0,97.0,51.6667,6.2667
27452,2022.0,8810.0,67.0,95.0,51.5167,6.4
27453,2022.0,8817.0,67.0,,51.45,6.6333
27454,2022.0,8823.0,64.0,,51.6167,6.5333
27455,2022.0,8824.0,74.0,,51.65,6.6167
27456,2022.0,8841.0,70.0,,50.7667,7.1333
27457,2022.0,8851.0,65.0,107.0,50.6833,6.6667
27458,2022.0,8852.0,69.0,123.0,50.6167,6.65
27459,2022.0,8892.0,63.0,92.0,51.0,7.1333
27460,2022.0,8894.0,82.0,,51.1,7.3833
27461,2022.0,8917.0,47.0,104.0,50.9,7.4
27462,2022.0,8932.0,79.0,,50.8167,6.2667
27463,2022.0,8940.0,68.0,,50.8,6.4167
27464,2022.0,8958.0,63.0,93.0,50.8833,6.45
27465,2022.0,8990.0,78.0,107.0,50.9167,6.1167
27466,2022.0,9005.0,73.0,126.0,52.1167,7.1167
27467,2022.0,9012.0,66.0,,51.7,7.8333
27468,2022.0,9015.0,67.0,107.0,51.8042,8.2049
27469,2022.0,9030.0,65.0,113.0,51.8333,7.3
27470,2022.0,9040.0,82.0,,51.6667,7.4667
27471,2022.0,9057.0,72.0,122.0,52.15,7.6
27472,2022.0,9068.0,74.0,108.0,52.1333,7.7333
27473,2022.0,9074.0,90.0,132.0,52.2667,7.7833
27474,2022.0,9080.0,65.0,,51.95,7.9833
27475,2022.0,9087.0,73.0,,51.5833,7.0667
27476,2022.0,9143.0,77.0,116.0,52.15,8.8
27477,2022.0,9164.0,79.0,113.0,52.1,8.9333
27478,2022.0,9180.0,72.0,124.0,52.3,8.9167
27479,2022.0,9182.0,72.0,123.0,52.3333,8.75
27480,2022.0,9200.0,54.0,128.0,51.7333,8.7167
27481,2022.0,9202.0,69.0,,51.5833,9.25
27482,2022.0,9203.0,65.0,128.0,51.5833,9.3
27483,2022.0,9256.0,49.0,111.0,51.2,8.7
27484,2022.0,9268.0,65.0,114.0,51.6333,8.5167
27485,2022.0,9273.0,70.0,116.0,51.5333,8.2833
27486,2022.0,9278.0,65.0,101.0,51.35,8.3333
27487,2022.0,9291.0,68.0,,51.15,8.2833
27488,2022.0,9293.0,76.0,,51.1833,8.1167
27489,2022.0,9309.0,50.0,84.0,50.7167,8.15
27490,2022.0,9314.0,67.0,,50.9,7.8667
27491,2022.0,9326.0,68.0,109.0,51.4996,8.0539
27492,2022.0,9360.0,67.0,112.0,51.3167,7.3333
27493,2022.0,9374.0,50.0,108.0,51.5833,7.6667
27494,2022.0,9389.0,77.0,112.0,50.75,9.4667
27495,2022.0,9401.0,65.0,121.0,49.6667,8.65
27496,2022.0,9405.0,60.0,,49.6061,8.4541
27497,2022.0,9416.0,65.0,,50.45,9.1333
27498,2022.0,9429.0,57.0,110.0,49.8,8.6
27499,2022.0,9436.0,75.0,,49.8667,9.0167
27500,2022.0,9450.0,73.0,,49.75,9.1
27501,2022.0,9455.0,62.0,104.0,49.7333,9.0
27502,2022.0,9461.0,58.0,100.0,49.7167,8.8333
27503,2022.0,9490.0,70.0,124.0,50.5167,8.8167
27504,2022.0,9502.0,64.0,90.0,49.9953,8.5685
27505,2022.0,9530.0,83.0,,50.1167,8.9167
27506,2022.0,9550.0,69.0,,50.9833,8.7333
27507,2022.0,9571.0,83.0,133.0,50.9833,9.2667
27508,2022.0,9593.0,70.0,,50.5667,9.7667
27509,2022.0,9610.0,64.0,,50.8667,9.7
27510,2022.0,9617.0,50.0,,51.6,9.55
27511,2022.0,9618.0,70.0,,51.45,9.4167
27512,2022.0,9619.0,74.0,,51.4833,9.25
27513,2022.0,9634.0,65.0,,50.75,9.8167
27514,2022.0,9646.0,66.0,116.0,51.2833,9.6
27515,2022.0,9647.0,65.0,,51.2833,9.6333
27516,2022.0,9651.0,74.0,104.0,51.2333,9.5667
27517,2022.0,9668.0,44.0,110.0,50.7333,8.7
27518,2022.0,9698.0,71.0,116.0,51.0167,9.9333
27519,2022.0,9706.0,61.0,,50.95,9.8667
27520,2022.0,9719.0,81.0,,51.3167,8.7333
27521,2022.0,9730.0,80.0,,51.3333,8.9
27522,2022.0,9732.0,77.0,103.0,51.4667,9.0167
27523,2022.0,9764.0,65.0,103.0,51.45,9.25
27524,2022.0,9768.0,65.0,,51.241,9.2629
27525,2022.0,9777.0,85.0,,50.8667,9.4667
27526,2022.0,9831.0,66.0,109.0,50.25,9.2833
27527,2022.0,9837.0,79.0,,50.1667,8.9833
27528,2022.0,9842.0,65.0,,50.45,8.0333
27529,2022.0,9848.0,64.0,99.0,50.3833,8.0333
27530,2022.0,9867.0,55.0,102.0,50.2,8.5833
27531,2022.0,9872.0,73.0,131.0,50.0167,7.95
27532,2022.0,9895.0,61.0,,50.2167,7.9833
27533,2022.0,9901.0,67.0,119.0,50.3,8.5167
27534,2022.0,9923.0,60.0,110.0,50.5333,8.5
27535,2022.0,9954.0,72.0,109.0,50.6833,7.6833
27536,2022.0,10000.0,60.0,,49.8667,7.65
27537,2022.0,10016.0,61.0,93.0,50.6667,7.4333
27538,2022.0,10040.0,66.0,,49.9833,7.6
27539,2022.0,10045.0,71.0,98.0,49.9667,7.3
27540,2022.0,10050.0,83.0,128.0,49.7333,6.65
27541,2022.0,10067.0,62.0,,49.9667,6.5
27542,2022.0,10093.0,68.0,,50.2,6.4167
27543,2022.0,10148.0,63.0,,50.2333,7.8667
27544,2022.0,10176.0,60.0,101.0,49.6333,8.3667
27545,2022.0,10216.0,61.0,95.0,49.0333,8.0
27546,2022.0,10230.0,64.0,124.0,49.5,7.9167
27547,2022.0,10261.0,71.0,111.0,49.2667,8.2167
27548,2022.0,10268.0,52.0,109.0,49.4571,8.2892
27549,2022.0,10323.0,55.0,,48.8442,10.0865
27550,2022.0,10326.0,61.0,105.0,49.0167,10.2167
27551,2022.0,10330.0,67.0,109.0,48.75,10.3333
27552,2022.0,10388.0,66.0,92.0,48.6167,10.25
27553,2022.0,10396.0,61.0,100.0,49.2167,9.1
27554,2022.0,10414.0,67.0,100.0,49.0837,9.4567
27555,2022.0,10416.0,60.0,84.0,49.3833,9.7
27556,2022.0,10444.0,67.0,103.0,49.4333,10.1167
27557,2022.0,10445.0,76.0,97.0,49.5333,9.85
27558,2022.0,10449.0,67.0,,49.4833,9.7667
27559,2022.0,10450.0,81.0,100.0,49.5333,9.9
27560,2022.0,10458.0,56.0,,48.65,9.4667
27561,2022.0,10461.0,68.0,111.0,48.65,9.5333
27562,2022.0,10477.0,56.0,,48.8,9.8
27563,2022.0,10487.0,62.0,93.0,49.0833,9.8833
27564,2022.0,10498.0,50.0,,48.9667,8.9667
27565,2022.0,10526.0,65.0,126.0,49.1,8.65
27566,2022.0,10538.0,94.0,,49.4,9.4
27567,2022.0,10541.0,72.0,95.0,49.5333,9.55
27568,2022.0,10564.0,39.0,95.0,49.2667,8.75
27569,2022.0,10573.0,69.0,,48.9436,8.4038
27570,2022.0,10583.0,65.0,94.0,49.4,8.5333
27571,2022.0,10600.0,70.0,106.0,49.4167,9.2833
27572,2022.0,10619.0,65.0,104.0,49.3333,8.95
27573,2022.0,10622.0,59.0,108.0,49.0833,8.85
27574,2022.0,10643.0,54.0,,49.6667,9.65
27575,2022.0,10653.0,61.0,97.0,48.6167,8.05
27576,2022.0,10659.0,67.0,115.0,47.95,8.5
27577,2022.0,10662.0,60.0,,47.9167,8.8
27578,2022.0,10706.0,77.0,116.0,47.8167,8.6667
27579,2022.0,10708.0,84.0,93.0,48.3333,7.8833
27580,2022.0,10717.0,63.0,,47.6667,7.5333
27581,2022.0,10729.0,53.0,97.0,47.8667,7.6
27582,2022.0,10751.0,65.0,104.0,48.5333,8.0833
27583,2022.0,10752.0,57.0,112.0,48.4667,7.95
27584,2022.0,10753.0,64.0,,48.4833,8.1667
27585,2022.0,10786.0,90.0,,47.7667,9.3167
27586,2022.0,10810.0,75.0,,48.2833,8.0833
27587,2022.0,10812.0,61.0,92.0,48.4167,8.0833
27588,2022.0,10821.0,64.0,,48.2,8.8833
27589,2022.0,10831.0,73.0,,48.0333,9.8
27590,2022.0,10851.0,69.0,104.0,48.35,9.8167
27591,2022.0,10859.0,75.0,102.0,48.4167,8.4667
27592,2022.0,10869.0,81.0,101.0,48.45,8.6833
27593,2022.0,10872.0,87.0,,48.3667,9.3333
27594,2022.0,10886.0,61.0,106.0,47.7667,9.5333
27595,2022.0,10906.0,77.0,105.0,47.9333,9.55
27596,2022.0,10920.0,63.0,110.0,48.0167,9.25
27597,2022.0,10953.0,78.0,109.0,48.75,11.4333
27598,2022.0,10954.0,65.0,,48.05,10.8833
27599,2022.0,10968.0,59.0,,48.5833,11.0833
27600,2022.0,10983.0,64.0,,47.85,12.0667
27601,2022.0,11004.0,61.0,102.0,48.05,11.95
27602,2022.0,11009.0,75.0,141.0,48.3167,11.9167
27603,2022.0,11073.0,61.0,,48.2,12.4167
27604,2022.0,11076.0,64.0,128.0,48.1167,11.7333
27605,2022.0,11088.0,68.0,,47.75,12.1167
27606,2022.0,11100.0,65.0,,48.45,11.35
27607,2022.0,11131.0,73.0,110.0,48.0333,12.55
27608,2022.0,11144.0,66.0,,47.7833,11.3333
27609,2022.0,11162.0,63.0,,48.8333,12.9667
27610,2022.0,11170.0,66.0,103.0,49.0667,12.6167
27611,2022.0,11172.0,70.0,93.0,48.85,13.15
27612,2022.0,11174.0,76.0,118.0,48.8167,12.8
27613,2022.0,11176.0,67.0,132.0,48.6167,12.5333
27614,2022.0,11214.0,74.0,117.0,49.1333,12.7333
27615,2022.0,11220.0,80.0,127.0,48.5833,12.1833
27616,2022.0,11221.0,68.0,136.0,48.6167,12.2
27617,2022.0,11241.0,63.0,102.0,48.4833,13.4333
27618,2022.0,11243.0,80.0,132.0,48.3,13.15
27619,2022.0,11249.0,65.0,109.0,48.4,13.0
27620,2022.0,11254.0,78.0,122.0,48.9667,13.1333
27621,2022.0,11271.0,70.0,107.0,48.4667,12.5667
27622,2022.0,11272.0,62.0,106.0,48.45,12.35
27623,2022.0,11292.0,68.0,,48.75,13.8167
27624,2022.0,11295.0,70.0,120.0,48.75,13.5167
27625,2022.0,11300.0,78.0,110.0,49.45,11.8667
27626,2022.0,11307.0,67.0,109.0,49.4,12.0167
27627,2022.0,11317.0,83.0,122.0,49.6167,11.8167
27628,2022.0,11326.0,61.0,,49.1667,11.9667
27629,2022.0,11328.0,60.0,91.0,49.2667,11.9167
27630,2022.0,11333.0,66.0,118.0,49.3167,12.85
27631,2022.0,11334.0,66.0,103.0,49.2167,12.7667
27632,2022.0,11339.0,73.0,117.0,49.7333,11.9
27633,2022.0,11343.0,61.0,102.0,49.3833,11.65
27634,2022.0,11344.0,68.0,119.0,49.8667,11.9
27635,2022.0,11352.0,61.0,,49.1667,11.45
27636,2022.0,11359.0,64.0,,49.3167,12.3
27637,2022.0,11362.0,68.0,101.0,49.5833,12.15
27638,2022.0,11364.0,72.0,,49.7167,12.1833
27639,2022.0,11377.0,74.0,,49.1,11.8167
27640,2022.0,11380.0,81.0,107.0,49.05,11.9167
27641,2022.0,11381.0,58.0,,49.05,11.8833
27642,2022.0,11384.0,67.0,97.0,49.2167,11.7667
27643,2022.0,11392.0,65.0,,49.0,11.9167
27644,2022.0,11393.0,67.0,95.0,48.9667,12.0833
27645,2022.0,11396.0,78.0,,49.0167,11.9333
27646,2022.0,11406.0,66.0,110.0,48.9833,12.2
27647,2022.0,11413.0,76.0,,49.1,12.4833
27648,2022.0,11448.0,63.0,110.0,49.55,12.4167
27649,2022.0,11455.0,54.0,85.0,49.9667,11.5667
27650,2022.0,11472.0,59.0,109.0,49.9167,11.0167
27651,2022.0,11486.0,71.0,,49.9333,11.6167
27652,2022.0,11508.0,67.0,96.0,50.2667,11.15
27653,2022.0,11509.0,67.0,96.0,50.2167,11.1333
27654,2022.0,11517.0,69.0,,49.9333,11.2833
27655,2022.0,11520.0,68.0,,49.8167,11.2167
27656,2022.0,11523.0,62.0,,49.6667,11.1
27657,2022.0,11533.0,64.0,130.0,50.2667,11.85
27658,2022.0,11561.0,71.0,116.0,50.1167,11.6167
27659,2022.0,11563.0,68.0,,50.0167,11.25
27660,2022.0,11584.0,68.0,114.0,50.2833,11.7333
27661,2022.0,11586.0,73.0,124.0,50.3167,11.75
27662,2022.0,11588.0,65.0,99.0,49.7333,11.2833
27663,2022.0,11612.0,69.0,,50.0167,10.9333
27664,2022.0,11620.0,79.0,,50.1,11.8833
27665,2022.0,11632.0,74.0,115.0,49.4,10.5167
27666,2022.0,11634.0,66.0,,49.3333,10.8
27667,2022.0,11635.0,68.0,,49.35,10.5167
27668,2022.0,11652.0,71.0,121.0,49.5833,11.2
27669,2022.0,11660.0,66.0,,49.1667,10.3333
27670,2022.0,11703.0,75.0,126.0,49.3833,10.3333
27671,2022.0,11712.0,56.0,88.0,49.7667,10.5167
27672,2022.0,11715.0,67.0,123.0,49.3667,10.95
27673,2022.0,11720.0,62.0,,49.6333,10.2333
27674,2022.0,11721.0,66.0,90.0,49.45,10.3167
27675,2022.0,11725.0,77.0,,49.55,10.2333
27676,2022.0,11733.0,63.0,,48.9,11.0
27677,2022.0,11740.0,62.0,112.0,50.0833,9.0667
27678,2022.0,11746.0,63.0,119.0,50.0833,9.25
27679,2022.0,11748.0,55.0,104.0,49.9667,9.2167
27680,2022.0,11780.0,62.0,,50.2833,9.9167
27681,2022.0,11788.0,75.0,,50.0333,10.8333
27682,2022.0,11803.0,68.0,107.0,49.95,10.2833
27683,2022.0,11815.0,67.0,101.0,50.1833,9.7833
27684,2022.0,11817.0,77.0,,49.9667,10.6833
27685,2022.0,11827.0,53.0,,50.15,10.4333
27686,2022.0,11836.0,77.0,115.0,50.1833,10.3667
27687,2022.0,11857.0,65.0,,50.3,10.4667
27688,2022.0,11882.0,63.0,,50.4167,10.3833
27689,2022.0,11891.0,60.0,,49.7,10.0833
27690,2022.0,11917.0,48.0,,48.3942,10.8535
27691,2022.0,11933.0,53.0,,48.7167,10.6167
27692,2022.0,11938.0,65.0,109.0,48.6167,10.4167
27693,2022.0,12013.0,50.0,86.0,48.1167,10.4667
27694,2022.0,12017.0,67.0,,48.75,11.0167
27695,2022.0,12035.0,61.0,,48.2667,10.8333
27696,2022.0,12077.0,66.0,,49.4833,6.8667
27697,2022.0,12090.0,52.0,98.0,49.2833,6.8667
27698,2022.0,12094.0,67.0,104.0,49.1667,7.05
27699,2022.0,12103.0,69.0,110.0,49.4167,6.9167
27700,2022.0,12105.0,70.0,,49.4667,6.9
27701,2022.0,12111.0,63.0,99.0,49.2167,7.25
27702,2022.0,12162.0,83.0,105.0,53.15,14.1167
27703,2022.0,12173.0,68.0,113.0,52.8,14.1667
27704,2022.0,12188.0,93.0,122.0,52.1667,14.25
27705,2022.0,12206.0,67.0,,52.1167,12.45
27706,2022.0,12258.0,64.0,,51.5667,13.55
27707,2022.0,12259.0,71.0,114.0,51.5833,13.8167
27708,2022.0,12306.0,70.0,139.0,51.8167,13.2333
27709,2022.0,12335.0,59.0,121.0,52.0167,13.8667
27710,2022.0,12347.0,68.0,99.0,51.7833,13.6167
27711,2022.0,12380.0,66.0,121.0,52.8333,12.9833
27712,2022.0,12418.0,75.0,115.0,53.3167,13.9
27713,2022.0,12420.0,71.0,114.0,53.25,12.2
27714,2022.0,12441.0,73.0,123.0,52.5,14.5833
27715,2022.0,12458.0,72.0,,52.5167,14.1167
27716,2022.0,12471.0,70.0,,53.1667,12.4833
27717,2022.0,12522.0,81.0,132.0,54.1,11.6167
27718,2022.0,12539.0,70.0,127.0,53.7667,11.0333
27719,2022.0,12561.0,71.0,115.0,54.0833,12.9667
27720,2022.0,12563.0,68.0,,53.8167,12.0667
27721,2022.0,12615.0,74.0,124.0,53.9,12.8667
27722,2022.0,12633.0,54.0,121.0,53.5167,13.95
27723,2022.0,12634.0,85.0,102.0,53.3,14.2333
27724,2022.0,12640.0,62.0,102.0,54.2833,12.3667
27725,2022.0,12642.0,61.0,118.0,54.15,12.5833
27726,2022.0,12668.0,65.0,126.0,54.3533,13.4757
27727,2022.0,12669.0,79.0,130.0,54.3667,13.3
27728,2022.0,12690.0,77.0,127.0,53.55,13.8333
27729,2022.0,12695.0,73.0,124.0,53.4667,13.6167
27730,2022.0,12709.0,76.0,115.0,53.7833,12.5833
27731,2022.0,12745.0,65.0,117.0,54.0833,13.9167
27732,2022.0,12784.0,54.0,114.0,50.55,12.65
27733,2022.0,12810.0,79.0,122.0,50.7,13.4333
27734,2022.0,12813.0,64.0,103.0,50.9333,12.8167
27735,2022.0,12830.0,63.0,103.0,51.1167,13.1167
27736,2022.0,12841.0,71.0,118.0,51.1167,13.6
27737,2022.0,12873.0,64.0,122.0,50.8667,12.45
27738,2022.0,12879.0,68.0,,51.2667,15.0333
27739,2022.0,12905.0,65.0,,51.2167,13.9167
27740,2022.0,12916.0,68.0,,50.9833,14.6667
27741,2022.0,12917.0,70.0,,50.9833,14.8
27742,2022.0,12921.0,63.0,103.0,51.1,14.65
27743,2022.0,12937.0,64.0,95.0,51.2,13.4167
27744,2022.0,12942.0,68.0,121.0,51.0667,13.2667
27745,2022.0,12967.0,66.0,125.0,50.8333,13.95
27746,2022.0,12971.0,50.0,104.0,50.9667,14.05
27747,2022.0,13004.0,68.0,101.0,51.4833,13.1333
27748,2022.0,13005.0,74.0,110.0,51.65,12.8833
27749,2022.0,13011.0,78.0,121.0,51.4,14.7833
27750,2022.0,13020.0,70.0,115.0,51.3667,12.6333
27751,2022.0,13021.0,76.0,96.0,51.4333,12.6833
27752,2022.0,13030.0,76.0,113.0,50.5667,12.5833
27753,2022.0,13083.0,78.0,,51.5333,11.7
27754,2022.0,13089.0,64.0,109.0,52.6167,11.3
27755,2022.0,13094.0,54.0,,52.5,12.0333
27756,2022.0,13121.0,66.0,,52.3833,11.4667
27757,2022.0,13126.0,59.0,95.0,52.2,11.3333
27758,2022.0,13158.0,84.0,122.0,52.6333,11.0833
27759,2022.0,13197.0,69.0,110.0,51.2333,11.8167
27760,2022.0,13198.0,64.0,113.0,52.0833,11.1167
27761,2022.0,13214.0,69.0,103.0,52.7167,11.8333
27762,2022.0,13216.0,65.0,115.0,52.8833,11.7333
27763,2022.0,13217.0,58.0,,52.8667,11.9833
